,Source,PX,PY,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
8131,20191128_191118_HDR_2.jpg,61,40,6.0,7.0,2.518519,3.580162,6.0,-0.015566,-0.9407760000000001,13.0,7.0,2.975309,4.082408,65.0,-1.044783,-5.845224
5422,Control_A_-4.08.jpg,182,53,0.0,0.0,0.0,0.0,0.0,2.923353,5.793839,14.0,7.0,5.975308999999999,4.061184,58.0,-0.9567629999999999,-6.528903
937,20191128_191134_HDR_2.jpg,87,75,1.0,5.0,-0.39506199999999997,1.733326,1.0,0.688249,0.173055,8.0,4.0,0.82716,2.743298,65.0,-1.046783,-7.349871
12608,20191128_192218_HDR_2.jpg,115,65,2.0,4.0,0.43209899999999996,1.439635,2.0,0.42099899999999996,-0.6369279999999999,5.0,4.0,0.45679,1.7641799999999999,57.0,-0.994663,-6.391872
17878,Control_A_3-4.jpg,97,52,0.0,9.0,-0.666667,1.4989709999999998,0.0,1.4862950000000001,2.3462520000000002,2.0,11.0,-1.814815,2.460107,38.0,-0.825216,-5.6345540000000005
13617,20191128_192922_HDR_2.jpg,180,15,3.0,1.0,2.209877,0.977728,3.0,0.55445,-0.539384,6.0,1.0,2.395062,1.366974,81.0,-1.138069,-7.8006649999999995
16450,Control_3_Bregma_-2.jpg,119,136,0.0,6.0,-0.8765430000000001,1.260832,0.0,0.54182,0.42232700000000006,4.0,5.0,0.333333,2.006163,43.0,-0.8778940000000001,-5.513086
18053,20191128_191134_HDR_2.jpg,65,20,4.0,2.0,2.1728400000000003,1.676196,4.0,0.122545,-1.7441380000000002,9.0,3.0,2.061728,2.461284,76.0,-1.120784,-7.476945
17160,20191128_191500_HDR_2.jpg,72,43,1.0,8.0,-1.407407,2.041409,1.0,0.672964,0.485813,2.0,11.0,-2.382716,2.9294919999999998,78.0,-1.133006,-6.311728
5230,20191128_191320_HDR_2.jpg,198,144,0.0,7.0,-0.777778,1.3698700000000001,0.0,0.905249,0.708584,3.0,8.0,-1.987654,2.285185,93.0,-1.213769,-6.949628999999999
14046,Control_3_Bregma_-2.jpg,42,152,0.0,0.0,0.0,0.0,0.0,6.091518,12.142375,3.0,1.0,0.740741,1.0631629999999999,36.0,-0.7971239999999999,-5.666398
5656,Control_A_-4.08.jpg,173,78,0.0,1.0,-0.012346,0.11042300000000001,0.0,3.6666,7.220460000000001,10.0,21.0,-3.938272,5.009487,44.0,-0.9288139999999999,-5.824516
16843,20191128_192514_HDR_2.jpg,60,21,2.0,2.0,1.641975,0.758632,2.0,0.7144010000000001,0.155053,8.0,2.0,2.8271599999999997,2.035428,59.0,-0.9962479999999999,-6.88437
7673,Control_A_3-4.jpg,187,95,0.0,2.0,-0.11111099999999999,0.351364,0.0,2.024325,3.769024,8.0,4.0,-0.23456799999999997,2.218172,39.0,-0.8434530000000001,-5.848888
15981,Control_2_Bregma_-3.12_PS_(1x).jpg,63,38,0.0,3.0,-0.037037,0.331269,0.0,0.7441409999999999,1.425833,5.0,9.0,-1.185185,2.5777349999999997,50.0,-0.9432959999999999,-5.74175
23807,Control_A_-2.28.jpg,157,101,0.0,6.0,-0.851852,1.325077,0.0,0.800711,0.970334,5.0,7.0,-1.037037,2.354111,34.0,-0.775964,-5.24887
24497,Control_2_Bregma_-3.12_PS_(1x).jpg,173,89,0.0,29.0,-5.753086,8.780634,0.0,0.122867,-0.466221,6.0,35.0,-9.209877,10.709078,54.0,-1.003519,-4.754997
19538,20191128_191320_HDR_2.jpg,61,61,0.0,5.0,-1.148148,1.3798469999999998,0.0,0.862816,0.311694,0.0,8.0,-4.419753,1.691403,75.0,-1.134807,-7.6725460000000005
7741,Control_2_Bregma_-3.12_PS_(1x).jpg,168,88,0.0,29.0,-7.222222,9.568467,0.0,-0.08996,-0.624325,1.0,40.0,-14.308642,12.445081,49.0,-1.0055,-5.313788
10240,20191128_192514_HDR_2.jpg,36,85,4.0,7.0,0.43209899999999996,2.423844,4.0,0.236294,-0.7316520000000001,15.0,7.0,0.37037,3.40096,52.0,-0.949097,-5.231505
12458,Control_3_Bregma_-2.jpg,245,139,0.0,9.0,-2.666667,2.648083,0.0,0.392288,-0.514295,5.0,9.0,-1.814815,3.5175440000000004,55.0,-0.9896729999999999,-7.73453
978,20191128_192452_HDR_2.jpg,207,54,5.0,2.0,1.54321,1.735962,5.0,0.130423,-1.741363,6.0,4.0,1.061728,2.020547,91.0,-1.195508,-7.253266
6736,20191128_191203_HDR_2.jpg,52,51,3.0,13.0,-0.7901229999999999,4.702813,3.0,-0.09522,-0.777802,10.0,13.0,0.9382719999999999,6.724464,64.0,-1.041008,-6.413155000000001
15275,Control_A_-4.08.jpg,244,38,0.0,37.0,-0.46913599999999994,4.085767,0.0,1.928812,2.3030169999999996,3.0,59.0,-7.432099000000001,7.539097,61.0,-1.058059,-5.210168
13015,20191128_192514_HDR_2.jpg,198,119,7.0,16.0,1.9135799999999998,6.250328,7.0,-0.039342,-2.15866,36.0,16.0,5.901235,11.838006,70.0,-1.062993,-5.052015
3271,Control_A_-2.28.jpg,94,82,0.0,4.0,-1.1728399999999999,1.235185,0.0,0.740315,-0.5164489999999999,8.0,6.0,-2.024691,2.797597,35.0,-0.8116680000000001,-5.870375
10954,Control_A_3-4.jpg,178,127,0.0,10.0,-0.975309,2.006011,0.0,0.333221,0.333462,10.0,15.0,-3.1851849999999997,4.508185,36.0,-0.827044,-5.1379209999999995
1316,20191128_192452_HDR_2.jpg,208,70,0.0,13.0,-1.419753,3.409733,0.0,0.685782,1.159274,4.0,27.0,-4.864198,9.033208,65.0,-1.053423,-5.063358999999999
17858,20191128_191134_HDR_2.jpg,66,95,0.0,5.0,-0.814815,1.22838,0.0,1.0135100000000001,0.976883,6.0,7.0,-1.740741,2.248609,54.0,-0.9837610000000001,-6.098516
18047,20191128_191320_HDR_2.jpg,167,88,0.0,4.0,-0.617284,1.000838,0.0,1.009139,0.297625,7.0,7.0,-0.43209899999999996,2.434009,93.0,-1.209168,-7.768841
10122,Control_3_Bregma_-2.jpg,195,55,0.0,10.0,-0.666667,1.879059,0.0,1.625621,2.8105569999999997,3.0,13.0,-2.209877,2.913214,54.0,-0.9681879999999999,-6.470134
5066,20191128_191118_HDR_2.jpg,144,57,0.0,2.0,-0.08642000000000001,0.321936,0.0,2.279857,3.7869260000000002,3.0,8.0,-1.123457,2.5742439999999998,66.0,-1.057658,-6.368199
16708,20191128_192402_HDR_2.jpg,173,40,0.0,12.0,-1.358025,2.47111,0.0,0.432947,0.316243,24.0,12.0,0.382716,6.84857,78.0,-1.1449610000000001,-5.4367
2615,20191128_191558_HDR_2.jpg,110,54,0.0,4.0,-0.308642,0.678451,0.0,1.259304,1.2872059999999999,6.0,3.0,1.012346,1.710489,71.0,-1.084592,-7.028600999999999
629,Control_A_3-4.jpg,152,75,0.0,15.0,-2.62963,4.375703,0.0,0.712136,-0.5436989999999999,6.0,18.0,-3.753086,5.725255000000001,39.0,-0.831051,-4.542768
20918,20191128_191647_HDR_2.jpg,104,60,0.0,2.0,-0.061728,0.32756799999999997,0.0,2.1961180000000002,3.9104970000000003,6.0,3.0,0.8641979999999999,2.035203,65.0,-1.0385309999999999,-6.784375
835,Control_A_-2.76.jpg,131,100,0.0,13.0,-1.148148,2.085287,0.0,1.119977,1.103133,1.0,21.0,-5.765432,3.669264,61.0,-1.046333,-6.143648000000001
18780,20191128_191118_HDR_2.jpg,81,89,4.0,3.0,1.7777779999999999,2.125681,4.0,0.10493599999999999,-1.324236,9.0,4.0,2.7160490000000004,3.6825730000000005,56.0,-0.982079,-6.5903160000000005
702,20191128_192402_HDR_2.jpg,45,55,9.0,5.0,6.506173,3.107631,9.0,0.061751,-0.630996,21.0,5.0,7.0,3.909469,66.0,-1.023095,-5.442472
2149,20191128_191558_HDR_2.jpg,197,27,1.0,6.0,-0.320988,1.538214,1.0,0.5344260000000001,0.029501999999999997,9.0,6.0,0.39506199999999997,2.835746,106.0,-1.263786,-6.889971000000001
795,20191128_191420_HDR_2.jpg,109,82,0.0,93.0,-10.62963,19.631446,0.0,-0.295478,-0.928515,48.0,102.0,-12.333333,24.968622,52.0,-1.0099879999999999,-4.88283
5911,20191128_190910_HDR_2.jpg,61,63,2.0,4.0,0.45679,1.4146450000000002,2.0,0.407891,-1.541691,5.0,4.0,0.567901,1.742272,75.0,-1.114919,-8.102724
15468,Control_3_Bregma_-2.jpg,175,131,1.0,8.0,-1.580247,2.679894,1.0,0.132471,-1.5428819999999999,5.0,8.0,-0.975309,3.273445,47.0,-0.932265,-7.105894
19167,Control_3_Bregma_-2.jpg,168,102,5.0,15.0,-0.345679,5.336019,5.0,-0.191428,-1.157599,9.0,14.0,0.46913599999999994,5.691853,54.0,-0.981081,-5.513431
22654,20191128_191134_HDR_2.jpg,101,107,0.0,0.0,0.0,0.0,0.0,2.812268,5.624516000000001,4.0,6.0,-0.037037,1.613557,53.0,-0.9596530000000001,-7.002969
21460,Control_A_-2.28.jpg,50,72,4.0,9.0,1.148148,3.127382,4.0,0.107525,-1.2197149999999999,10.0,8.0,1.9382720000000002,3.7361949999999995,42.0,-0.861598,-5.384964
11783,20191128_191558_HDR_2.jpg,93,33,0.0,17.0,-1.740741,3.009359,0.0,1.207846,0.745498,3.0,20.0,-3.135802,4.373752,70.0,-1.0764479999999998,-6.021593
2247,Control_3_Bregma_-2.jpg,110,145,0.0,10.0,-1.790123,3.090072,0.0,0.409682,0.558321,3.0,14.0,-2.740741,5.251167,38.0,-0.8310489999999999,-5.426775
10501,Control_A_-2.28.jpg,26,53,2.0,2.0,1.740741,0.766228,2.0,1.202145,1.379834,10.0,3.0,3.320988,2.518216,42.0,-0.8303889999999999,-5.4548
23022,Control_A_3-4.jpg,187,111,1.0,12.0,-2.308642,3.786402,1.0,0.279158,-0.268469,9.0,12.0,-0.7530859999999999,5.334562,43.0,-0.873569,-5.762736
11710,Control_A_3-4.jpg,160,116,0.0,21.0,-4.641975,6.592753999999999,0.0,0.13539500000000002,-0.175847,4.0,22.0,-4.370369999999999,7.588888000000001,41.0,-0.8586280000000001,-4.894417
14045,20191128_191647_HDR_2.jpg,168,91,0.0,2.0,-0.061728,0.32756799999999997,0.0,2.682807,4.806756,4.0,3.0,0.901235,1.568241,73.0,-1.089859,-7.17069
9276,Control_3_Bregma_-2.jpg,182,106,0.0,3.0,-0.27160500000000004,0.666895,0.0,0.8443780000000001,0.566755,4.0,4.0,-0.345679,1.6935639999999998,48.0,-0.9254040000000001,-5.9395050000000005
11750,20191128_191558_HDR_2.jpg,59,89,3.0,4.0,0.679012,2.142038,3.0,0.22902199999999998,-0.504371,9.0,4.0,1.888889,3.5276680000000002,63.0,-1.02783,-6.49341
16535,20191128_191118_HDR_2.jpg,115,117,0.0,0.0,0.0,0.0,0.0,4.964313,9.806952,4.0,1.0,1.358025,1.326916,47.0,-0.905593,-7.111256
16265,20191128_191500_HDR_2.jpg,140,123,0.0,11.0,-1.061728,2.284384,0.0,1.396614,2.109728,8.0,25.0,-8.469136,9.663584,63.0,-1.058584,-5.250514
16504,20191128_192452_HDR_2.jpg,50,53,1.0,7.0,-1.148148,2.362835,1.0,0.31758800000000004,-0.08274,6.0,5.0,0.037037,3.068938,55.0,-0.978628,-6.700088
18409,20191128_191500_HDR_2.jpg,134,24,0.0,38.0,-2.012346,6.300096,0.0,1.2183,1.822096,12.0,54.0,-3.308642,12.827095,81.0,-1.128926,-5.680503
20020,Control_A_3-4.jpg,88,84,0.0,11.0,-2.160494,2.895108,0.0,0.211642,-0.229116,18.0,11.0,0.7530859999999999,6.268737000000001,42.0,-0.8891610000000001,-4.318428
6843,20191128_192514_HDR_2.jpg,204,65,2.0,33.0,-3.024691,8.189085,2.0,-0.06147999999999999,-1.368307,27.0,34.0,-0.555556,11.679886999999999,67.0,-1.0884280000000002,-6.030633
10902,20191128_192922_HDR_2.jpg,186,82,0.0,3.0,-0.061728,0.363307,0.0,2.9009150000000004,5.1989730000000005,5.0,5.0,0.901235,1.568241,68.0,-1.061693,-6.502923
20984,20191128_191349_HDR_2.jpg,175,45,0.0,67.0,-5.6666669999999995,14.332041,0.0,0.034812,-0.19133,18.0,93.0,-9.753086,23.588306,68.0,-1.06548,-4.419256
23695,Control_A_-2.76.jpg,199,108,5.0,5.0,2.691358,2.527097,5.0,0.113259,-1.1709479999999999,11.0,5.0,3.333333,3.586669,81.0,-1.141794,-6.130669999999999
16241,20191128_190910_HDR_2.jpg,33,78,3.0,12.0,-2.012346,4.604061,3.0,-0.018497,-1.285276,5.0,12.0,-1.432099,4.817505000000001,68.0,-1.0816459999999999,-6.170047
15802,Control_A_-2.76.jpg,131,31,1.0,29.0,-4.049383,6.529896,1.0,-0.09427200000000001,-0.791325,15.0,29.0,-3.012346,8.266389,76.0,-1.141769,-5.494994
15959,20191128_192922_HDR_2.jpg,34,95,0.0,13.0,-1.283951,2.544588,0.0,0.785794,1.226453,4.0,16.0,-2.1851849999999997,4.1069379999999995,43.0,-0.8726700000000001,-5.093771
13257,20191128_192514_HDR_2.jpg,90,48,0.0,10.0,-0.17284000000000002,1.184156,0.0,2.55539,4.813894,2.0,14.0,-1.111111,2.171647,50.0,-0.9346180000000001,-6.010068
15044,20191128_191558_HDR_2.jpg,169,57,0.0,1.0,-0.037037,0.188853,0.0,2.560763,4.998414,5.0,3.0,0.8888889999999999,2.042753,84.0,-1.156959,-7.2446410000000006
10661,Control_A_-2.76.jpg,157,128,0.0,0.0,0.0,0.0,0.0,2.847501,5.683133,5.0,5.0,0.148148,2.0373740000000002,56.0,-0.993333,-6.815786999999999
17876,Control_A_-4.08.jpg,283,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.135802,2.778902,75.0,-1.1087129999999998,-7.254716999999999
11741,20191128_190652_HDR_2.jpg,36,91,2.0,7.0,0.320988,1.877923,2.0,0.355275,-0.160328,8.0,9.0,-0.530864,3.087555,81.0,-1.149065,-6.142359
13612,20191128_191420_HDR_2.jpg,179,53,0.0,12.0,-0.45679,1.728836,0.0,1.405786,2.223183,6.0,16.0,0.5802470000000001,3.5096489999999996,81.0,-1.14737,-6.247879
15412,Control_3_Bregma_-2.jpg,131,24,0.0,4.0,-0.296296,0.760838,0.0,1.739552,3.2856360000000002,7.0,5.0,1.1604940000000001,2.416286,58.0,-0.9873350000000001,-6.185872
3140,20191128_191349_HDR_2.jpg,193,61,19.0,82.0,-0.17284000000000002,23.458810999999997,19.0,-0.379598,-1.407997,62.0,77.0,5.123457,32.860116,107.0,-1.2112209999999999,-4.549355
1319,Control_A_-4.08.jpg,291,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.9382719999999999,2.640359,75.0,-1.114111,-6.5855429999999995
7692,20191128_192452_HDR_2.jpg,138,78,5.0,4.0,3.148148,2.434886,5.0,0.145169,-0.42253599999999997,12.0,3.0,4.9259260000000005,4.011643,63.0,-1.020054,-5.634937
4917,Control_A_-2.28.jpg,120,50,3.0,3.0,2.37037,1.159443,3.0,0.851333,0.135141,8.0,3.0,3.222222,2.171647,45.0,-0.863725,-6.017261
20323,20191128_192452_HDR_2.jpg,118,88,0.0,5.0,-0.506173,0.970216,0.0,1.292557,1.026481,5.0,7.0,0.049382999999999996,2.783999,51.0,-0.938816,-6.185958
14181,20191128_192922_HDR_2.jpg,118,9,2.0,9.0,-1.790123,2.371206,2.0,0.32574899999999996,-1.129211,4.0,9.0,-1.7530860000000001,2.521663,73.0,-1.105751,-6.218761
10236,Control_A_-4.08.jpg,110,128,0.0,79.0,-4.950617,13.842947,0.0,0.5262220000000001,0.460776,20.0,105.0,-11.802469,24.402196,24.0,-0.567675,-2.419875
20821,Control_2_Bregma_-3.12_PS_(1x).jpg,252,101,0.0,16.0,-3.9135800000000005,4.3267690000000005,0.0,0.152893,-0.42401099999999997,6.0,19.0,-4.876543,5.852894,69.0,-1.102726,-6.426209
3543,Control_3_Bregma_-2.jpg,130,158,0.0,8.0,-1.641975,2.068629,0.0,0.9822549999999999,1.122598,1.0,11.0,-4.320988,2.4079450000000002,38.0,-0.844289,-5.298657
6138,20191128_191203_HDR_2.jpg,57,95,4.0,10.0,1.382716,2.301733,4.0,0.367532,-0.9447690000000001,6.0,11.0,1.358025,2.672718,52.0,-0.9415479999999999,-6.002944
4273,20191128_192452_HDR_2.jpg,132,42,5.0,4.0,3.320988,2.801354,5.0,0.138455,0.08959,12.0,5.0,5.3333330000000005,4.858491000000001,70.0,-1.0701889999999998,-5.1631599999999995
20447,20191128_192922_HDR_2.jpg,100,83,0.0,15.0,-2.592593,4.446604,0.0,0.48015699999999994,0.45890299999999995,3.0,16.0,-2.9629630000000002,5.343611,51.0,-0.947983,-4.87394
12813,20191128_191647_HDR_2.jpg,130,20,4.0,32.0,-0.135802,8.354422,4.0,-0.401483,-0.977834,28.0,33.0,5.358025,13.455283999999999,83.0,-1.192084,-4.893287
22098,20191128_191118_HDR_2.jpg,33,70,0.0,1.0,-0.024691,0.155183,0.0,3.512397,6.752737,3.0,4.0,0.703704,1.373869,50.0,-0.9289940000000001,-6.482166
2284,20191128_190652_HDR_2.jpg,126,19,0.0,10.0,-2.308642,2.5123990000000003,0.0,0.22476300000000002,-0.903194,10.0,17.0,-8.777778,4.991351,90.0,-1.2260719999999998,-6.505751999999999
21011,20191128_192218_HDR_2.jpg,148,61,0.0,11.0,-1.358025,2.902994,0.0,0.459884,0.705268,28.0,15.0,7.172839999999999,13.091124,55.0,-0.979692,-4.0049209999999995
6845,20191128_192452_HDR_2.jpg,106,83,1.0,3.0,0.641975,0.790509,1.0,0.607146,0.7615970000000001,8.0,3.0,2.08642,2.305107,52.0,-0.95185,-5.495013
22288,20191128_191420_HDR_2.jpg,205,82,0.0,4.0,-0.345679,0.8629620000000001,0.0,1.606286,1.6626029999999998,2.0,7.0,-1.481481,2.025218,86.0,-1.176057,-8.491804
2234,20191128_190652_HDR_2.jpg,49,71,3.0,4.0,-0.259259,1.513542,3.0,0.44717799999999996,-0.9565020000000001,4.0,5.0,-0.679012,1.6542290000000002,89.0,-1.183466,-7.3535699999999995
149,20191128_192452_HDR_2.jpg,147,49,0.0,10.0,-2.1851849999999997,3.1899189999999997,0.0,0.29046,0.264523,6.0,12.0,-2.37037,5.205516,65.0,-1.0603879999999999,-6.0056
10480,Control_3_Bregma_-2.jpg,140,136,4.0,2.0,2.925926,1.446817,4.0,0.328536,-0.162881,7.0,2.0,3.419753,2.065975,47.0,-0.890495,-5.739068
12906,Control_A_-2.76.jpg,210,112,1.0,9.0,-1.518519,3.166613,1.0,0.850938,0.083878,17.0,10.0,0.19753099999999998,5.696912,78.0,-1.108902,-6.074549
15401,Control_3_Bregma_-2.jpg,142,118,0.0,7.0,-1.2716049999999999,1.770906,0.0,0.9462659999999999,-0.050969,3.0,10.0,-2.888889,2.989694,43.0,-0.89385,-6.991427000000001
19860,20191128_191500_HDR_2.jpg,220,112,1.0,10.0,-1.62963,3.016189,1.0,0.205539,-0.9171,6.0,11.0,-1.6913580000000001,4.276383999999999,107.0,-1.269412,-6.671705
12244,Control_A_-2.28.jpg,62,67,3.0,7.0,0.666667,2.2277709999999997,3.0,0.161145,-0.65695,7.0,6.0,1.493827,2.76273,42.0,-0.8662799999999999,-5.030288
12803,Control_A_-4.08.jpg,234,84,0.0,94.0,-9.197531,20.838841,0.0,-0.180972,-0.616053,25.0,95.0,-3.061728,24.820514000000003,71.0,-1.072727,-4.9451279999999995
6374,Control_2_Bregma_-3.12_PS_(1x).jpg,72,73,0.0,14.0,-2.0,3.392075,0.0,0.8574069999999999,0.441171,7.0,17.0,-4.358025,4.131507,49.0,-0.948709,-5.682086
14749,Control_3_Bregma_-2.jpg,248,70,0.0,4.0,-0.7160489999999999,1.157206,0.0,0.798607,0.902108,5.0,5.0,-0.049382999999999996,2.484029,65.0,-1.054546,-6.205616
19699,20191128_190910_HDR_2.jpg,115,83,0.0,6.0,-0.518519,1.258169,0.0,1.49029,2.277023,16.0,9.0,1.012346,5.177095,77.0,-1.1205479999999999,-6.325043
7684,20191128_192922_HDR_2.jpg,126,38,0.0,4.0,-0.518519,0.9177420000000001,0.0,1.484389,1.248551,4.0,7.0,-0.345679,2.0557689999999997,65.0,-1.047093,-6.404808999999999
4143,Control_3_Bregma_-2.jpg,234,46,0.0,7.0,-1.62963,2.0454369999999997,0.0,0.48716400000000004,0.393901,5.0,7.0,-1.481481,2.8722220000000003,66.0,-1.072078,-5.858178
7175,Control_A_-2.28.jpg,116,113,0.0,19.0,-2.925926,4.655483,0.0,0.369716,-0.42318500000000003,3.0,21.0,-4.419753,5.151685,30.0,-0.757001,-5.466393
14932,Control_A_-2.28.jpg,214,50,10.0,16.0,6.925926,5.460922,10.0,0.058771000000000004,-0.44803000000000004,41.0,15.0,11.987654,10.640586,60.0,-0.9262799999999999,-4.576658999999999
23778,20191128_191558_HDR_2.jpg,192,43,0.0,26.0,-4.024691000000001,6.154343,0.0,0.35767600000000005,-0.248547,6.0,43.0,-15.345679,12.542432000000002,80.0,-1.170268,-4.724273999999999
16813,20191128_191203_HDR_2.jpg,112,43,0.0,0.0,0.0,0.0,0.0,6.388503,12.709123,5.0,3.0,0.518519,2.085287,62.0,-1.021344,-6.352847
18586,20191128_190652_HDR_2.jpg,113,26,0.0,10.0,-0.9629629999999999,2.3277419999999998,0.0,1.2843879999999999,2.2108689999999998,6.0,12.0,-1.024691,3.624251,93.0,-1.19919,-6.459137
11565,20191128_191134_HDR_2.jpg,146,35,0.0,4.0,-0.666667,1.165343,0.0,1.089453,1.295384,5.0,7.0,-0.345679,3.0838509999999997,86.0,-1.1709399999999999,-6.72664
14798,Control_A_-4.08.jpg,92,68,0.0,0.0,0.0,0.0,0.0,2.368922,4.150768,2.0,18.0,-5.950617,3.783986,33.0,-0.795549,-4.865787999999999
11241,20191128_191203_HDR_2.jpg,175,104,9.0,4.0,5.790123,3.6875370000000003,9.0,-0.095807,-0.858405,15.0,6.0,6.197531,5.419261,74.0,-1.0906879999999999,-5.374376
10803,20191128_191134_HDR_2.jpg,71,63,2.0,16.0,-0.82716,4.337007,2.0,0.322821,-0.46055799999999997,9.0,15.0,0.814815,5.310393,66.0,-1.044103,-5.636008
327,20191128_192218_HDR_2.jpg,129,29,0.0,7.0,-0.604938,1.471365,0.0,0.773167,0.7455069999999999,33.0,11.0,0.765432,10.306742,62.0,-1.048697,-5.086977
17703,20191128_191028_HDR_2.jpg,61,62,2.0,2.0,1.1604940000000001,1.0938299999999999,2.0,0.810794,0.278044,5.0,1.0,1.9506169999999998,1.386898,57.0,-0.981088,-7.128566
11259,Control_A_-4.08.jpg,184,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,-3.716049,2.3686979999999997,46.0,-0.925349,-5.537555
610,20191128_192922_HDR_2.jpg,44,56,0.0,9.0,-0.740741,1.9612150000000002,0.0,0.5284310000000001,0.926515,0.0,21.0,-7.296296000000001,5.056336,41.0,-0.91396,-5.612945
19653,20191128_191647_HDR_2.jpg,160,33,0.0,13.0,-2.246914,3.723568,0.0,0.712634,-0.461434,5.0,15.0,-3.8271599999999997,4.529165,82.0,-1.154232,-6.001958999999999
8569,Control_A_-2.28.jpg,245,125,0.0,4.0,-0.259259,0.749943,0.0,1.633577,2.646146,29.0,8.0,0.43209899999999996,5.358594,40.0,-0.838701,-5.079232
9542,20191128_190910_HDR_2.jpg,96,31,0.0,18.0,-4.617284,4.854851,0.0,0.028725,-0.828651,8.0,19.0,-4.0740739999999995,6.417141,89.0,-1.20554,-8.294982000000001
15722,Control_2_Bregma_-3.12_PS_(1x).jpg,112,48,0.0,13.0,-1.975309,3.310944,0.0,0.8875850000000001,0.68601,1.0,17.0,-4.901235,4.182872,56.0,-1.002966,-5.990814
14342,20191128_191558_HDR_2.jpg,154,50,0.0,0.0,0.0,0.0,0.0,4.695397,8.907786999999999,3.0,4.0,-0.382716,1.7817169999999998,80.0,-1.141556,-6.559378999999999
3202,20191128_191420_HDR_2.jpg,126,55,0.0,63.0,-2.925926,9.753477,0.0,0.00040899999999999997,-0.955657,17.0,66.0,-1.740741,11.703938,64.0,-1.0570389999999998,-4.974718
18384,20191128_191420_HDR_2.jpg,132,85,27.0,66.0,11.432099000000001,24.451988,27.0,-0.32408200000000004,-2.268255,93.0,67.0,21.543210000000002,36.009961,93.0,-1.084824,-5.127796
16856,Control_2_Bregma_-3.12_PS_(1x).jpg,103,41,8.0,7.0,3.728395,3.8265230000000003,8.0,-0.040044,-1.96307,13.0,8.0,4.160494,4.498166,68.0,-1.054007,-6.011108999999999
23513,20191128_192922_HDR_2.jpg,92,83,0.0,7.0,-0.802469,1.6660720000000002,0.0,1.2473299999999998,1.883768,4.0,10.0,-1.679012,3.369534,49.0,-0.9301309999999999,-5.462655000000001
2861,Control_A_-4.08.jpg,66,44,0.0,48.0,-1.382716,6.662161,0.0,1.30722,2.572377,20.0,73.0,-1.54321,12.957718,26.0,-0.644833,-4.526896
16029,20191128_191356_HDR_2.jpg,154,79,0.0,0.0,0.0,0.0,0.0,5.021194,9.846900999999999,6.0,5.0,0.839506,2.411171,71.0,-1.0817,-6.628639999999999
18108,20191128_191320_HDR_2.jpg,97,55,0.0,4.0,-0.777778,1.054093,0.0,0.961008,1.0135319999999999,2.0,6.0,-2.074074,1.8907040000000002,83.0,-1.16829,-6.620661
3095,Control_A_3-4.jpg,229,139,0.0,11.0,-1.7160490000000002,2.6907919999999996,0.0,1.233636,1.2456610000000001,7.0,11.0,-0.185185,3.906661,44.0,-0.8665290000000001,-5.229657
21658,20191128_191203_HDR_2.jpg,43,26,0.0,9.0,-2.777778,2.066786,0.0,0.474124,-0.592928,0.0,18.0,-12.061728,2.7004599999999996,61.0,-1.0841969999999999,-6.471181
14869,Control_A_-2.28.jpg,139,64,1.0,2.0,0.666667,0.737028,1.0,0.8967139999999999,0.498921,12.0,3.0,2.419753,2.533061,41.0,-0.827486,-5.401065
14755,20191128_191118_HDR_2.jpg,30,103,0.0,4.0,-0.08642000000000001,0.548793,0.0,2.506263,4.820743,1.0,11.0,-1.7283950000000001,1.9689709999999998,36.0,-0.8073140000000001,-6.431430000000001
20263,20191128_191558_HDR_2.jpg,166,81,0.0,18.0,-3.3827160000000003,5.155766000000001,0.0,0.202783,0.071661,5.0,23.0,-5.814815,7.001078,76.0,-1.1383450000000002,-6.425368
5262,Control_3_Bregma_-2.jpg,233,136,1.0,2.0,0.839506,0.508126,1.0,1.471066,2.247912,8.0,2.0,2.851852,2.085287,54.0,-0.949255,-8.51791
23466,Control_A_-2.76.jpg,113,36,7.0,17.0,1.864198,5.937437,7.0,-0.341443,-2.729274,12.0,17.0,2.123457,6.62465,79.0,-1.156798,-7.491009
3638,20191128_190652_HDR_2.jpg,126,76,0.0,8.0,-0.530864,1.257927,0.0,1.583402,2.659411,7.0,12.0,-1.765432,3.6320639999999997,84.0,-1.168752,-6.9668
4389,20191128_191118_HDR_2.jpg,37,76,1.0,7.0,0.049382999999999996,1.858589,1.0,1.00302,-0.495579,5.0,8.0,0.641975,2.5882389999999997,51.0,-0.935435,-5.816823
2491,Control_A_-4.08.jpg,124,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,-2.049383,1.7490830000000002,38.0,-0.82888,-6.707903999999999
10665,20191128_191203_HDR_2.jpg,115,79,0.0,18.0,-0.8641979999999999,2.478316,0.0,2.031118,3.801191,2.0,23.0,-2.654321,3.5940980000000002,52.0,-0.9568409999999999,-5.566545
9251,20191128_191118_HDR_2.jpg,96,39,0.0,12.0,-2.691358,3.6738720000000002,0.0,0.16661199999999998,0.053752,4.0,16.0,-4.061728,5.884371,60.0,-1.0422200000000001,-6.202486
